day,timestamp,product,profit_and_loss
-2,24800,INTARIAN_PEPPER_ROOT,1413.0
-2,24800,ASH_COATED_OSMIUM,350.0
-2,24900,INTARIAN_PEPPER_ROOT,1333.0
-2,24900,ASH_COATED_OSMIUM,287.0
-2,25000,INTARIAN_PEPPER_ROOT,1613.0
-2,25000,ASH_COATED_OSMIUM,350.0
-2,25100,INTARIAN_PEPPER_ROOT,1493.0
-2,25100,ASH_COATED_OSMIUM,336.0
-2,25200,INTARIAN_PEPPER_ROOT,1493.0
-2,25200,ASH_COATED_OSMIUM,350.0
-2,25300,INTARIAN_PEPPER_ROOT,1493.0
-2,25300,ASH_COATED_OSMIUM,343.0
-2,25400,INTARIAN_PEPPER_ROOT,1933.0
-2,25400,ASH_COATED_OSMIUM,364.0
-2,25500,INTARIAN_PEPPER_ROOT,1493.0
-2,25500,ASH_COATED_OSMIUM,364.0
-2,25600,INTARIAN_PEPPER_ROOT,1493.0
-2,25600,ASH_COATED_OSMIUM,350.0
-2,25700,INTARIAN_PEPPER_ROOT,1493.0
-2,25700,ASH_COATED_OSMIUM,350.0
-2,25800,INTARIAN_PEPPER_ROOT,1413.0
-2,25800,ASH_COATED_OSMIUM,350.0
-2,25900,INTARIAN_PEPPER_ROOT,1493.0
